,position
9490,['LB']
9491,['CDM']
9492,['GK']
9493,"['RM', 'RW']"
9494,['CM']
9495,"['RM', 'LM']"
9496,['GK']
9497,"['ST', 'LW', 'RW']"
9498,"['LM', 'RM']"
9499,['CB']
9500,"['CDM', 'CM', 'CAM']"
9501,"['CM', 'RM', 'CDM']"
9502,"['RB', 'RWB']"
9503,['ST']
9504,"['CM', 'CAM', 'CDM']"
9505,['GK']
9506,['GK']
9507,['CDM']
9508,"['CB', 'RB']"
9509,['CB']
9510,['CM']
9511,['GK']
9512,['LB']
9513,"['LM', 'LW']"
9514,"['ST', 'LW']"
9515,"['CB', 'RB']"
9516,"['LW', 'ST']"
9517,['LB']
9518,['CB']
9519,['GK']
9520,"['LB', 'RB']"
9521,"['RW', 'CAM']"
9522,"['RB', 'CDM']"
9523,['CB']
9524,['RM']
9525,"['CDM', 'CM']"
9526,"['CB', 'RB']"
9527,"['LM', 'RM']"
9528,['CB']
9529,['GK']
9530,['RM']
9531,['CB']
9532,"['RM', 'CAM']"
9533,['RB']
9534,"['CM', 'CDM']"
9535,['LB']
9536,"['RB', 'RWB', 'CDM']"
9537,"['RB', 'RWB', 'CDM']"
9538,"['CAM', 'CM']"
9539,"['CDM', 'CM', 'CAM']"
9540,"['CDM', 'CM']"
9541,"['RB', 'CB']"
9542,"['CF', 'RW', 'LW']"
9543,['ST']
9544,"['ST', 'LM', 'RM']"
9545,['GK']
9546,"['CDM', 'CM']"
9547,"['CDM', 'CM']"
9548,['LM']
9549,"['CDM', 'CM', 'RB']"
9550,['CB']
9551,['GK']
9552,['ST']
9553,"['CAM', 'CM']"
9554,"['CAM', 'LM']"
9555,['RB']
9556,"['CDM', 'CM']"
9557,"['CDM', 'CM', 'RM']"
9558,"['LB', 'LM', 'CAM']"
9559,"['CB', 'RB']"
9560,"['RM', 'LM', 'CAM']"
9561,['GK']
9562,"['CM', 'CAM']"
9563,['ST']
9564,"['CB', 'RB']"
9565,"['CB', 'LB', 'LM']"
9566,"['RB', 'CB']"
9567,"['ST', 'CAM']"
9568,['CB']
9569,['LB']
9570,['CB']
9571,"['CM', 'CDM']"
9572,['RB']
9573,['RB']
9574,"['CM', 'CAM']"
9575,"['LM', 'CAM', 'CM']"
9576,"['RB', 'LB']"
9577,['LB']
9578,"['LB', 'RB']"
9579,"['LW', 'CM']"
9580,"['CDM', 'CM']"
9581,['CB']
9582,['CM']
9583,"['CM', 'RB']"
9584,"['CAM', 'RM']"
9585,['CB']
9586,"['RM', 'CM']"
9587,['CAM']
9588,['CAM']
9589,['GK']
9590,['CB']
9591,"['RB', 'RM', 'RWB']"
9592,"['RB', 'RM']"
9593,['ST']
9594,['CB']
9595,"['RM', 'LM']"
9596,['LM']
9597,"['ST', 'RM']"
9598,"['CDM', 'CM', 'CB']"
9599,['CB']
9600,"['RB', 'LB', 'RM']"
9601,['CAM']
9602,"['ST', 'CAM']"
9603,['ST']
9604,"['RM', 'CM']"
9605,"['RM', 'RB', 'CM']"
9606,"['CM', 'RM']"
9607,"['CAM', 'CM']"
9608,"['CB', 'RB']"
9609,['CB']
9610,['CB']
9611,"['CDM', 'CM', 'CAM']"
9612,"['CB', 'CM']"
9613,"['RB', 'RM']"
9614,['CB']
9615,['LB']
9616,['GK']
9617,['CAM']
9618,['ST']
9619,['CB']
9620,['CAM']
9621,"['CM', 'CDM']"
9622,"['CDM', 'CB']"
9623,"['RB', 'CDM']"
9624,['CB']
9625,['ST']
9626,['CB']
9627,"['RB', 'LB', 'RWB', 'LWB']"
9628,"['ST', 'CAM']"
9629,"['RM', 'LM', 'CAM', 'RW']"
9630,['CB']
9631,['LB']
9632,"['RW', 'ST']"
9633,"['CDM', 'CM']"
9634,"['RB', 'CB']"
9635,['CB']
9636,['GK']
9637,['CAM']
9638,"['ST', 'RM']"
9639,"['ST', 'RM']"
9640,['CB']
9641,['CB']
9642,['LB']
9643,"['CM', 'RM', 'RB']"
9644,"['LB', 'CB', 'CDM']"
9645,"['ST', 'LM', 'CAM']"
9646,"['CM', 'CDM']"
9647,"['CF', 'RW']"
9648,"['CDM', 'CM']"
9649,"['CDM', 'CM']"
9650,['LB']
9651,"['CM', 'CDM']"
9652,['CDM']
9653,"['CDM', 'CM']"
9654,"['LM', 'RM', 'CAM']"
9655,"['CAM', 'RM']"
9656,['GK']
9657,"['LM', 'CM']"
9658,['GK']
9659,"['CM', 'RM', 'RWB']"
9660,"['CB', 'RB']"
9661,"['RW', 'LW']"
9662,"['CDM', 'CM']"
9663,['CB']
9664,"['CM', 'CDM']"
9665,"['CB', 'LB']"
9666,"['RW', 'RM']"
9667,['CB']
9668,['ST']
9669,"['CM', 'CDM', 'CAM']"
9670,"['RM', 'CAM']"
9671,['GK']
9672,"['LB', 'RB']"
9673,['CB']
9674,['CB']
9675,['GK']
9676,['CAM']
9677,['GK']
9678,['ST']
9679,"['CM', 'RM']"
9680,['ST']
9681,"['RW', 'ST']"
9682,"['ST', 'CF']"
9683,['ST']
9684,['GK']
9685,['CB']
9686,['GK']
9687,['LB']
9688,"['LM', 'RM', 'CAM']"
9689,['GK']
9690,['GK']
9691,['CB']
9692,['GK']
9693,"['LB', 'LM', 'ST']"
9694,['LB']
9695,"['RB', 'LB', 'RM']"
9696,"['RB', 'LB']"
9697,['CM']
9698,"['CDM', 'CM']"
9699,['CB']
9700,['LM']
9701,['GK']
9702,['CB']
9703,"['RB', 'LB']"
9704,"['CDM', 'CB', 'CM']"
9705,['CB']
9706,"['LB', 'CB']"
9707,"['CB', 'RB', 'LB']"
9708,['LB']
9709,['ST']
9710,"['LWB', 'LB', 'LM']"
9711,['GK']
9712,"['LM', 'RM', 'CAM', 'ST']"
9713,"['RB', 'LB']"
9714,['ST']
9715,['LM']
9716,['CDM']
9717,['CAM']
9718,['CB']
9719,['CDM']
9720,['ST']
9721,"['ST', 'RW']"
9722,"['CM', 'CDM']"
9723,"['CAM', 'CM', 'CF']"
9724,['LB']
9725,['RB']
9726,['CDM']
9727,"['CDM', 'CM']"
9728,"['CDM', 'CB']"
9729,['LM']
9730,"['CM', 'CDM']"
9731,['LM']
9732,['CAM']
9733,['RB']
9734,['LM']
9735,"['CB', 'RB']"
9736,['CB']
9737,['ST']
9738,['LB']
9739,['LB']
9740,"['RB', 'CM']"
9741,"['RB', 'CM']"
9742,['RM']
9743,['ST']
9744,['LB']
9745,"['RB', 'CB', 'RWB']"
9746,"['LB', 'LM']"
9747,"['RM', 'RB', 'CM', 'RWB']"
9748,"['CAM', 'CM', 'LM']"
9749,['ST']
9750,['CM']
9751,"['LB', 'LWB']"
9752,['CB']
9753,"['CB', 'RB']"
9754,"['CDM', 'CM', 'RM']"
9755,"['CAM', 'RM', 'LM']"
9756,['LB']
9757,"['ST', 'CAM']"
9758,['CB']
9759,"['ST', 'CAM']"
9760,['CB']
9761,['ST']
9762,"['RM', 'LM']"
9763,['RW']
9764,['CB']
9765,"['RB', 'CB']"
9766,"['LB', 'RB']"
9767,['GK']
9768,['ST']
9769,"['RB', 'CDM']"
9770,['CB']
9771,"['RB', 'RWB', 'CDM']"
9772,"['CDM', 'CM']"
9773,"['CDM', 'CM']"
9774,['GK']
9775,"['LB', 'RB']"
9776,"['CAM', 'LM']"
9777,['ST']
9778,['RM']
9779,['GK']
9780,['ST']
9781,"['LM', 'ST', 'LW']"
9782,"['ST', 'LM']"
9783,"['LB', 'LM']"
9784,"['CM', 'CDM', 'RB']"
9785,['ST']
9786,"['CAM', 'RM', 'ST']"
9787,"['RM', 'RWB', 'RB']"
9788,['CM']
9789,"['ST', 'CF', 'RM']"
9790,"['CB', 'RB']"
9791,"['CAM', 'LM', 'ST']"
9792,"['CAM', 'LM', 'ST']"
9793,"['CB', 'CDM']"
9794,"['CM', 'CDM']"
9795,"['CAM', 'CM']"
9796,"['CDM', 'CM', 'CAM', 'LM']"
9797,['CDM']
9798,['CB']
9799,['CB']
9800,['CB']
9801,['ST']
9802,"['ST', 'CAM', 'LM']"
9803,['CDM']
9804,"['LM', 'RM']"
9805,"['RB', 'CB', 'CDM', 'CM']"
9806,"['LM', 'RM']"
9807,['RB']
9808,['LB']
9809,['CB']
9810,['CB']
9811,"['LB', 'LM']"
9812,['CB']
9813,['ST']
9814,['CB']
9815,"['LM', 'RM', 'CAM']"
9816,"['CB', 'RB']"
9817,['GK']
9818,"['RM', 'LM', 'CM']"
9819,"['RB', 'CB']"
9820,['LB']
9821,"['CM', 'CDM']"
9822,['CB']
9823,"['RM', 'LM']"
9824,['ST']
9825,['CB']
9826,"['ST', 'LW', 'RW']"
9827,['GK']
9828,"['LWB', 'LB']"
9829,['GK']
9830,"['LM', 'RM', 'LWB', 'CM']"
9831,['CB']
9832,"['LM', 'LB']"
9833,"['RM', 'LM']"
9834,['LB']
9835,['ST']
9836,"['CDM', 'CM', 'CB']"
9837,"['LWB', 'LM', 'LB']"
9838,['GK']
9839,"['LM', 'CF']"
9840,"['LB', 'CB']"
9841,"['CDM', 'CM']"
9842,"['CM', 'CDM']"
9843,"['CM', 'CDM']"
9844,['GK']
9845,"['CAM', 'ST']"
9846,"['RM', 'LM']"
9847,"['RM', 'LM']"
9848,"['RM', 'LM']"
9849,"['ST', 'LM']"
9850,"['LB', 'CB']"
9851,['ST']
9852,['RB']
9853,['CB']
9854,"['RB', 'RM']"
9855,"['RM', 'LM']"
9856,['CB']
9857,['LM']
9858,"['CAM', 'ST']"
9859,"['LM', 'ST']"
9860,"['CM', 'LM']"
9861,['CM']
9862,"['LW', 'RW']"
9863,"['CDM', 'CM', 'CB']"
9864,"['ST', 'LM']"
9865,['CB']
9866,"['CM', 'LM']"
9867,"['CB', 'LB']"
9868,['RM']
9869,['RM']
9870,"['RW', 'LW']"
9871,['GK']
9872,['LB']
9873,['ST']
9874,['CB']
9875,['ST']
9876,"['CM', 'RW']"
9877,['LB']
9878,"['LB', 'CB']"
9879,"['CDM', 'CM', 'CB']"
9880,"['RM', 'LM']"
9881,"['CB', 'CM', 'RB']"
9882,"['LM', 'CAM']"
9883,"['CM', 'CDM', 'CAM']"
9884,"['RM', 'ST']"
9885,['ST']
9886,"['LM', 'CAM', 'RM']"
9887,['CAM']
9888,['CB']
9889,['CM']
9890,"['LW', 'RW', 'CAM']"
9891,['ST']
9892,['ST']
9893,['CB']
9894,['CB']
9895,['CM']
9896,['CB']
9897,['CDM']
9898,"['CDM', 'CM']"
9899,['CB']
9900,"['CM', 'RB', 'CDM', 'CAM']"
9901,"['CDM', 'CM']"
9902,"['LWB', 'LM']"
9903,"['CDM', 'CM']"
9904,"['CDM', 'CM']"
9905,"['RB', 'RWB', 'CB']"
9906,"['LB', 'CB']"
9907,['ST']
9908,"['RW', 'LW', 'RM', 'LM']"
9909,"['LB', 'LM']"
9910,['CB']
9911,['CB']
9912,"['RW', 'ST', 'RM']"
9913,['ST']
9914,['GK']
9915,['RB']
9916,"['RM', 'LM']"
9917,['ST']
9918,['GK']
9919,['CB']
9920,"['RM', 'RB']"
9921,"['LM', 'RM']"
9922,"['RM', 'LM']"
9923,['ST']
9924,"['LB', 'RB']"
9925,['ST']
9926,['CB']
9927,['CB']
9928,['GK']
9929,"['LM', 'RM']"
9930,"['RW', 'RM', 'CF', 'ST']"
9931,"['LB', 'CB', 'LWB']"
9932,['RB']
9933,"['RM', 'LM']"
9934,['CB']
9935,['CM']
9936,"['CAM', 'CM']"
9937,['GK']
9938,['GK']
9939,"['CM', 'CDM', 'CAM']"
9940,"['LM', 'RM', 'CAM', 'CM']"
9941,"['CDM', 'CM']"
9942,['LB']
9943,"['RM', 'RWB', 'RB']"
9944,['GK']
9945,['GK']
9946,"['LM', 'LB']"
9947,"['ST', 'CAM', 'LW']"
9948,['GK']
9949,['LB']
9950,['CB']
9951,['CDM']
9952,['ST']
9953,['GK']
9954,['LB']
9955,['ST']
9956,['ST']
9957,"['CB', 'LB']"
9958,"['CM', 'CDM']"
9959,['GK']
9960,"['LM', 'RM']"
9961,['CB']
9962,['CAM']
9963,"['CM', 'RM']"
9964,"['CB', 'LB']"
9965,"['RM', 'ST']"
9966,['LB']
9967,"['RB', 'CB']"
9968,"['CM', 'CDM']"
9969,['CB']
9970,"['ST', 'LM']"
9971,['ST']
9972,"['ST', 'RM']"
9973,['LW']
9974,['GK']
9975,['CDM']
9976,['GK']
9977,['CB']
9978,"['CB', 'RB']"
9979,"['RM', 'ST']"
9980,"['CM', 'RM', 'CDM', 'LB']"
9981,"['ST', 'CAM']"
9982,"['ST', 'CF', 'RW', 'LW']"
9983,['RM']
9984,"['LB', 'CB', 'RB']"
9985,"['CM', 'CDM']"
9986,"['RM', 'CM']"
9987,"['CDM', 'CM']"
9988,['ST']
9989,"['CB', 'RB']"
9990,['CB']
9991,['LB']
9992,['CDM']
9993,"['RM', 'CM']"
9994,['LM']
9995,['RB']
9996,['RB']
9997,['LB']
9998,['GK']
9999,['CB']
10000,"['LB', 'CDM']"
10001,"['CM', 'CDM']"
10002,"['CDM', 'CM']"
10003,['CB']
10004,"['RM', 'LM']"
10005,"['LB', 'LM']"
10006,['CB']
10007,"['RM', 'LM', 'RW']"
10008,"['CB', 'CDM']"
10009,"['CAM', 'RM', 'CM', 'LM']"
10010,"['RM', 'ST']"
10011,"['LW', 'LM']"
10012,['GK']
10013,"['ST', 'RW']"
10014,"['CDM', 'CM', 'RB']"
10015,['GK']
10016,['LB']
10017,['RB']
10018,['CM']
10019,"['LM', 'CAM']"
10020,['LB']
10021,['CM']
10022,['ST']
10023,['ST']
10024,"['CDM', 'CM', 'LB']"
10025,['CB']
10026,"['RM', 'LM', 'ST']"
10027,['GK']
10028,"['RB', 'LB', 'CB']"
10029,['CAM']
10030,['RM']
10031,"['LB', 'LM']"
10032,"['RM', 'LM']"
10033,['CB']
10034,['CB']
10035,['ST']
10036,"['CM', 'CAM', 'CDM']"
10037,['CB']
10038,['LB']
10039,"['LB', 'LWB']"
10040,"['CB', 'CDM']"
10041,['RM']
10042,['CM']
10043,"['CDM', 'CM', 'CAM']"
10044,['RM']
10045,['CB']
10046,"['LM', 'CAM', 'ST']"
10047,"['LM', 'CAM', 'ST']"
10048,['ST']
10049,['LM']
10050,['CB']
10051,"['LB', 'LM']"
10052,['RB']
10053,"['CM', 'CAM', 'LW']"
10054,"['CM', 'CAM']"
10055,['GK']
10056,['CAM']
10057,['ST']
10058,['CDM']
10059,['RW']
10060,['RB']
10061,"['CDM', 'CM', 'LW']"
10062,"['CDM', 'CM']"
10063,['GK']
10064,"['CB', 'LB']"
10065,"['RB', 'RWB']"
10066,['CB']
10067,"['LB', 'CB']"
10068,['LB']
10069,"['RB', 'LB']"
10070,"['RM', 'RB', 'LB']"
10071,"['CDM', 'CB', 'LB']"
10072,"['LM', 'ST']"
10073,['CB']
10074,['CAM']
10075,"['CDM', 'CB']"
10076,"['RB', 'LB', 'CB']"
10077,['CB']
10078,['GK']
10079,"['RM', 'LM']"
10080,"['LW', 'ST', 'RW']"
10081,['GK']
10082,"['LB', 'LM', 'RB']"
10083,"['CB', 'CDM']"
10084,"['RW', 'LW']"
10085,"['CM', 'CAM']"
10086,['CM']
10087,['CAM']
10088,['GK']
10089,['CB']
10090,['ST']
10091,['CM']
10092,['CB']
10093,['LB']
10094,"['CB', 'LB']"
10095,"['RM', 'LM']"
10096,"['CDM', 'CM', 'CB']"
10097,"['CAM', 'RM', 'CM', 'ST']"
10098,"['CAM', 'RM', 'CM', 'ST']"
10099,"['CDM', 'CM']"
10100,['CB']
10101,['CB']
10102,['RB']
10103,"['ST', 'LW', 'RW']"
10104,['GK']
10105,['ST']
10106,"['LW', 'CAM', 'RW']"
10107,"['CB', 'LB']"
10108,"['RM', 'RW']"
10109,"['RM', 'ST', 'LM']"
10110,"['CM', 'RM', 'RB']"
10111,['CAM']
10112,['ST']
10113,['ST']
10114,['RW']
10115,"['LM', 'CAM']"
10116,['LB']
10117,['CM']
10118,['ST']
10119,"['CM', 'CDM']"
10120,['ST']
10121,['LB']
10122,['GK']
10123,"['ST', 'RW']"
10124,['GK']
10125,"['CAM', 'LM', 'ST']"
10126,"['RB', 'CB']"
10127,['CB']
10128,"['RB', 'RM']"
10129,"['RB', 'RWB']"
10130,"['ST', 'LM']"
10131,"['LB', 'LM']"
10132,"['CM', 'LM']"
10133,['CM']
10134,"['RB', 'RWB']"
10135,['GK']
10136,['GK']
10137,"['LM', 'RM', 'ST']"
10138,"['CM', 'CAM', 'CDM']"
10139,"['CB', 'RB']"
10140,['CAM']
10141,"['CDM', 'CB', 'CM']"
10142,"['CDM', 'CB']"
10143,['ST']
10144,['RM']
10145,['GK']
10146,"['CDM', 'CM', 'RB']"
10147,"['CM', 'LM', 'CDM']"
10148,"['CM', 'RM', 'LM', 'CDM']"
10149,"['CM', 'RM', 'LM', 'CDM']"
10150,['LB']
10151,['LM']
10152,['CDM']
10153,"['CB', 'LB']"
10154,['GK']
10155,['GK']
10156,['CB']
10157,['CM']
10158,['CDM']
10159,"['LB', 'CB']"
10160,"['CDM', 'CM']"
10161,['CDM']
10162,"['LM', 'LW', 'RM', 'RW']"
10163,"['CB', 'CDM', 'RB']"
10164,['GK']
10165,['ST']
10166,['CB']
10167,"['CAM', 'CM']"
10168,['GK']
10169,"['LB', 'LWB']"
10170,"['RW', 'RM']"
10171,['CAM']
10172,"['RM', 'CM']"
10173,['CM']
10174,['CB']
10175,"['CB', 'CM']"
10176,['ST']
10177,['ST']
10178,"['LM', 'LW']"
10179,['CB']
10180,"['RW', 'RM', 'CF', 'CM']"
10181,"['LB', 'LM']"
10182,['CB']
10183,"['LW', 'RW', 'CAM', 'LM']"
10184,"['LM', 'LWB']"
10185,"['CM', 'CDM']"
10186,"['LB', 'CDM']"
10187,['CM']
10188,['LW']
10189,['GK']
10190,"['CB', 'LB']"
10191,['CB']
10192,['RB']
10193,"['LB', 'LM', 'CB']"
10194,['GK']
10195,['CB']
10196,['ST']
10197,['LB']
10198,"['RM', 'ST']"
10199,['ST']
10200,['ST']
10201,['GK']
10202,"['RB', 'LB']"
10203,['ST']
10204,"['CB', 'RB']"
10205,['CM']
10206,['ST']
10207,['GK']
10208,"['CAM', 'RM']"
10209,['GK']
10210,['ST']
10211,"['CM', 'CDM']"
10212,['ST']
10213,['ST']
10214,['LB']
10215,"['CDM', 'CM']"
10216,['CB']
10217,['ST']
10218,['CM']
10219,"['LB', 'CB']"
10220,['CB']
10221,"['CM', 'CDM']"
10222,"['LM', 'LWB']"
10223,['ST']
10224,['LB']
10225,"['RM', 'CAM']"
10226,"['LWB', 'LB']"
10227,['CDM']
10228,['CM']
10229,"['RM', 'LM']"
10230,['CDM']
10231,['GK']
10232,"['RM', 'ST']"
10233,['RB']
10234,"['ST', 'CAM']"
10235,"['ST', 'LM']"
10236,"['LM', 'RM']"
10237,['CB']
10238,"['LB', 'CB']"
10239,['LB']
10240,['CM']
10241,['GK']
10242,['ST']
10243,['ST']
10244,"['CDM', 'CB']"
10245,['RB']
10246,"['CB', 'CDM']"
10247,['ST']
10248,"['ST', 'LM']"
10249,"['RB', 'LB']"
10250,['RB']
10251,['RB']
10252,['RB']
10253,"['RB', 'LB', 'RM', 'CM']"
10254,['LB']
10255,"['LB', 'LWB', 'LM']"
10256,['RM']
10257,"['CM', 'RWB']"
10258,['GK']
10259,['CAM']
10260,['CB']
10261,['ST']
10262,"['CDM', 'CM']"
10263,['LB']
10264,"['RB', 'RM', 'LB']"
10265,"['CM', 'CDM']"
10266,"['ST', 'RW']"
10267,['ST']
10268,['GK']
10269,"['CDM', 'CM']"
10270,['GK']
10271,['ST']
10272,['CM']
10273,['CB']
10274,['CM']
10275,['ST']
10276,"['ST', 'LM']"
10277,['CM']
10278,"['CM', 'CDM']"
10279,['GK']
10280,['GK']
10281,"['CAM', 'ST', 'RW']"
10282,['GK']
10283,['CB']
10284,['CB']
10285,"['RM', 'CAM', 'CM']"
10286,"['CM', 'CAM']"
10287,"['ST', 'LW', 'RW']"
10288,['LM']
10289,['CB']
10290,"['CM', 'CDM']"
10291,['ST']
10292,"['CF', 'ST']"
10293,['ST']
10294,"['LM', 'RM']"
10295,"['LM', 'CAM']"
10296,['ST']
10297,['ST']
10298,['RM']
10299,['GK']
10300,['CB']
10301,['RB']
10302,['RB']
10303,['CB']
10304,['GK']
10305,['RM']
10306,"['RB', 'RWB', 'LB']"
10307,"['CM', 'CDM']"
10308,"['LM', 'LW']"
10309,['GK']
10310,['CB']
10311,['GK']
10312,"['ST', 'CF']"
10313,['LB']
10314,['CDM']
10315,['GK']
10316,"['CB', 'LWB']"
10317,['RB']
10318,"['LM', 'ST']"
10319,['GK']
10320,['ST']
10321,['ST']
10322,"['LW', 'CAM']"
10323,"['CB', 'RB']"
10324,"['LM', 'RM']"
10325,['LB']
10326,['ST']
10327,"['CAM', 'CM', 'RM']"
10328,['GK']
10329,"['CAM', 'LM', 'CM']"
10330,['CB']
10331,['ST']
10332,"['CM', 'CDM']"
10333,['GK']
10334,"['CM', 'LWB']"
10335,['RB']
10336,['CB']
10337,['GK']
10338,"['RM', 'ST']"
10339,['ST']
10340,['RB']
10341,"['LW', 'LB', 'LM']"
10342,['RB']
10343,['CB']
10344,"['LM', 'RM']"
10345,"['ST', 'LW', 'RW']"
10346,['CB']
10347,"['CB', 'RB']"
10348,"['CDM', 'CM']"
10349,['CB']
10350,['ST']
10351,"['LB', 'CB', 'RB']"
10352,"['CM', 'CDM']"
10353,"['CM', 'CDM']"
10354,['RM']
10355,['ST']
10356,['CB']
10357,['CM']
10358,['ST']
10359,"['ST', 'LM', 'RM']"
10360,"['RM', 'ST']"
10361,['CM']
10362,['CB']
10363,"['RW', 'LW', 'CAM']"
10364,"['CB', 'RB']"
10365,['GK']
10366,"['RM', 'RB']"
10367,"['CDM', 'CM']"
10368,"['CB', 'CDM']"
10369,"['RM', 'CM', 'RB']"
10370,"['CB', 'CDM']"
10371,"['RM', 'CAM']"
10372,"['RM', 'LM']"
10373,['GK']
10374,['CB']
10375,"['CAM', 'LM']"
10376,"['LM', 'ST']"
10377,['CB']
10378,"['LW', 'RW', 'ST']"
10379,['CB']
10380,['CB']
10381,"['CB', 'LB']"
10382,['ST']
10383,['GK']
10384,['LM']
10385,"['RM', 'LM']"
10386,['ST']
10387,"['LM', 'RM', 'LW']"
10388,"['RB', 'LB']"
10389,"['RB', 'RM']"
10390,"['LB', 'RB']"
10391,['RB']
10392,"['CDM', 'CM', 'CAM']"
10393,['LB']
10394,"['CM', 'CDM', 'LM']"
10395,"['CM', 'CAM', 'LM']"
10396,"['CB', 'RB']"
10397,['RM']
10398,['ST']
10399,['CB']
10400,['GK']
10401,"['RM', 'LM', 'ST', 'RW']"
10402,"['RB', 'RM', 'RWB']"
10403,['GK']
10404,['GK']
10405,['GK']
10406,['ST']
10407,"['CB', 'CM']"
10408,['GK']
10409,['CB']
10410,"['RM', 'ST']"
10411,['ST']
10412,['CB']
10413,['CB']
10414,['CM']
10415,['GK']
10416,"['RB', 'RM']"
10417,"['LM', 'RM']"
10418,['CB']
10419,['GK']
10420,['RB']
10421,['RB']
10422,"['CAM', 'ST']"
10423,['LB']
10424,"['RB', 'RWB']"
10425,['RM']
10426,"['CB', 'CDM']"
10427,['ST']
10428,['CDM']
10429,"['LB', 'LWB']"
10430,"['CM', 'LM']"
10431,"['CB', 'CDM']"
10432,['CB']
10433,['CB']
10434,['CAM']
10435,['CM']
10436,['GK']
10437,['CB']
10438,['CAM']
10439,"['CM', 'CDM']"
10440,['CM']
10441,"['CB', 'CDM']"
10442,"['RB', 'CB']"
10443,['CB']
10444,['ST']
10445,"['LM', 'RM', 'CM']"
10446,"['CAM', 'RM', 'CM']"
10447,['CB']
10448,['ST']
10449,['CF']
10450,['LM']
10451,"['ST', 'CF']"
10452,"['RB', 'RWB', 'CB']"
10453,['LB']
10454,"['LM', 'LB']"
10455,"['LM', 'LB']"
10456,['GK']
10457,['GK']
10458,"['LW', 'ST']"
10459,['ST']
10460,"['CDM', 'CM']"
10461,"['CB', 'LB']"
10462,"['CM', 'CF']"
10463,"['CDM', 'CM', 'RB']"
10464,"['CDM', 'CM']"
10465,['CB']
10466,"['CB', 'CDM']"
10467,['RM']
10468,['ST']
10469,['CB']
10470,['CB']
10471,"['ST', 'RW', 'CAM']"
10472,"['LM', 'RM']"
10473,['CB']
10474,['GK']
10475,['CB']
10476,"['ST', 'LM', 'CAM']"
10477,['CB']
10478,['GK']
10479,['GK']
10480,['CAM']
10481,"['RM', 'LM', 'CAM']"
10482,"['RB', 'LB']"
10483,"['CDM', 'CM']"
10484,['LW']
10485,['GK']
10486,['RB']
10487,['GK']
10488,"['RW', 'RM']"
10489,['CAM']
10490,['GK']
10491,"['CDM', 'CAM', 'CM']"
10492,['CB']
10493,['GK']
10494,['CM']
10495,"['CM', 'CAM']"
10496,"['RB', 'CDM']"
10497,"['CAM', 'CM']"
10498,['CDM']
10499,"['LW', 'CF']"
10500,"['RM', 'RW']"
10501,"['LB', 'RB']"
10502,"['CM', 'LB', 'LM']"
10503,"['CM', 'CDM']"
10504,"['CM', 'RM']"
10505,['LM']
10506,['LM']
10507,['RB']
10508,"['RM', 'LM']"
10509,"['CB', 'CDM']"
10510,"['CM', 'CDM']"
10511,['GK']
10512,['CB']
10513,"['CDM', 'CM']"
10514,"['CDM', 'CM']"
10515,"['RM', 'CM']"
10516,"['CDM', 'CB']"
10517,"['LW', 'CAM']"
10518,"['CB', 'RB']"
10519,"['ST', 'RM', 'LM']"
10520,['CDM']
10521,"['RB', 'CM', 'RWB']"
10522,"['LM', 'RM']"
10523,"['RM', 'LM', 'ST']"
10524,['CM']
10525,"['LM', 'CAM', 'CDM']"
10526,['GK']
10527,['CB']
10528,['LB']
10529,"['RM', 'ST']"
10530,"['LM', 'ST']"
10531,['RB']
10532,['GK']
10533,['CM']
10534,['GK']
10535,"['CB', 'RB', 'LB']"
10536,"['ST', 'RM']"
10537,['RM']
10538,['CAM']
10539,['LB']
10540,['ST']
10541,"['LB', 'LM']"
10542,['CB']
10543,"['CM', 'RB', 'RM']"
10544,['LB']
10545,['GK']
10546,"['RB', 'RWB']"
10547,['CB']
10548,['ST']
10549,"['ST', 'RW', 'LW']"
10550,"['CM', 'CDM']"
10551,['CB']
10552,"['CAM', 'RM']"
10553,['CM']
10554,"['RB', 'LB']"
10555,['CB']
10556,"['RB', 'LB', 'RM', 'LM']"
10557,"['RB', 'LB', 'RM', 'LM']"
10558,['CM']
10559,"['CB', 'RB']"
10560,"['CM', 'RM']"
10561,['ST']
10562,['RB']
10563,"['RW', 'ST']"
10564,"['RW', 'LW', 'ST']"
10565,"['ST', 'CF', 'RW', 'LW']"
10566,"['RB', 'CDM', 'LB']"
10567,['CB']
10568,"['ST', 'LW']"
10569,"['LM', 'RM']"
10570,['RM']
10571,"['CM', 'CDM']"
10572,"['CDM', 'RB']"
10573,"['CM', 'CAM', 'RM', 'LM']"
10574,['CDM']
10575,['CB']
10576,"['ST', 'LM', 'RM', 'RW']"
10577,"['CDM', 'CM']"
10578,['GK']
10579,"['CDM', 'CM']"
10580,"['LB', 'LWB']"
10581,['RB']
10582,"['CDM', 'CM']"
10583,"['CAM', 'LM']"
10584,"['CAM', 'CM']"
10585,['RB']
10586,"['CM', 'CDM']"
10587,"['LW', 'LM']"
10588,['ST']
10589,['CB']
10590,"['LB', 'CB']"
10591,['CM']
10592,"['CAM', 'CF']"
10593,['ST']
10594,"['LM', 'LB']"
10595,['ST']
10596,"['LB', 'RB']"
10597,"['CM', 'CDM']"
10598,"['CAM', 'CF', 'RM']"
10599,['CB']
10600,['RB']
10601,"['CB', 'RB']"
10602,['GK']
10603,['GK']
10604,['CM']
10605,"['LM', 'LB']"
10606,"['LM', 'RM']"
10607,['GK']
10608,['GK']
