,Nationality
10782,France
10783,England
10784,Denmark
10785,South Africa
10786,Uruguay
10787,Mexico
10788,Hungary
10789,England
10790,France
10791,Mexico
10792,France
10793,United States
10794,Germany
10795,France
10796,Brazil
10797,Spain
10798,England
10799,Belgium
10800,Colombia
10801,Sweden
10802,Netherlands
10803,Ivory Coast
10804,Saudi Arabia
10805,England
10806,Italy
10807,Germany
10808,France
10809,Brazil
10810,Ukraine
10811,England
10812,England
10813,Australia
10814,England
10815,Libya
10816,Brazil
10817,Netherlands
10818,Norway
10819,England
10820,United States
10821,Spain
10822,United States
10823,Republic of Ireland
10824,Argentina
10825,Korea Republic
10826,Germany
10827,United States
10828,Norway
10829,Scotland
10830,Panama
10831,England
10832,Bolivia
10833,Guinea Bissau
10834,Argentina
10835,Mali
10836,Spain
10837,France
10838,Syria
10839,Germany
10840,Italy
10841,Serbia
10842,Colombia
10843,Germany
10844,Mexico
10845,Poland
10846,Italy
10847,Netherlands
10848,Korea Republic
10849,Scotland
10850,Brazil
10851,Korea Republic
10852,Senegal
10853,Republic of Ireland
10854,Republic of Ireland
10855,Korea Republic
10856,Germany
10857,Korea Republic
10858,Sweden
10859,Turkey
10860,Germany
10861,England
10862,Republic of Ireland
10863,Republic of Ireland
10864,England
10865,Mexico
10866,Argentina
10867,Iceland
10868,England
10869,Korea Republic
10870,Sweden
10871,Australia
10872,England
10873,Georgia
10874,Spain
10875,Korea Republic
10876,England
10877,Austria
10878,Japan
10879,France
10880,Angola
10881,Algeria
10882,Russia
10883,Mexico
10884,Brazil
10885,Japan
10886,Portugal
10887,Japan
10888,Portugal
10889,United States
10890,Germany
10891,Germany
10892,South Africa
10893,Colombia
10894,Russia
10895,United States
10896,Germany
10897,Denmark
10898,Argentina
10899,Denmark
10900,Kosovo
10901,Norway
10902,South Africa
10903,England
10904,United States
10905,Germany
10906,Norway
10907,Finland
10908,Brazil
10909,Japan
10910,France
10911,Argentina
10912,Ghana
10913,Italy
10914,Italy
10915,England
10916,Slovakia
10917,South Africa
10918,Burkina Faso
10919,Austria
10920,Korea Republic
10921,France
10922,Germany
10923,Northern Ireland
10924,Russia
10925,England
10926,Comoros
10927,Austria
10928,France
10929,France
10930,Jamaica
10931,Germany
10932,Russia
10933,Japan
10934,Argentina
10935,Brazil
10936,Belgium
10937,Norway
10938,Argentina
10939,Russia
10940,Ghana
10941,Ghana
10942,Republic of Ireland
10943,Portugal
10944,Portugal
10945,Brazil
10946,South Africa
10947,Argentina
10948,Italy
10949,Spain
10950,Italy
10951,Italy
10952,Chile
10953,Spain
10954,Portugal
10955,England
10956,Argentina
10957,Mexico
10958,United States
10959,Germany
10960,Italy
10961,Germany
10962,Italy
10963,France
10964,Scotland
10965,Scotland
10966,Mexico
10967,Spain
10968,Iceland
10969,Sweden
10970,Belgium
10971,Germany
10972,Denmark
10973,United States
10974,South Africa
10975,Sweden
10976,England
10977,Norway
10978,Germany
10979,Saudi Arabia
10980,Mali
10981,Mexico
10982,South Africa
10983,Sweden
10984,Morocco
10985,Saudi Arabia
10986,England
10987,Morocco
10988,Spain
10989,Germany
10990,Denmark
10991,Australia
10992,Belgium
10993,Colombia
10994,Germany
10995,Mexico
10996,Netherlands
10997,Australia
10998,Cameroon
10999,Spain
11000,Australia
11001,Canada
11002,Czech Republic
11003,Netherlands
11004,Korea Republic
11005,United States
11006,Belgium
11007,Wales
11008,Norway
11009,Denmark
11010,Italy
11011,Uruguay
11012,Republic of Ireland
11013,Chile
11014,Korea Republic
11015,Argentina
11016,Argentina
11017,England
11018,France
11019,Norway
11020,Sweden
11021,Austria
11022,Italy
11023,Nigeria
11024,United States
11025,Spain
11026,Republic of Ireland
11027,England
11028,Denmark
11029,England
11030,United States
11031,Korea Republic
11032,Denmark
11033,Saudi Arabia
11034,Australia
11035,United States
11036,France
11037,Germany
11038,Slovenia
11039,Spain
11040,Greece
11041,Turkey
11042,England
11043,Saudi Arabia
11044,Poland
11045,Ivory Coast
11046,Greece
11047,Germany
11048,Wales
11049,Argentina
11050,Norway
11051,Australia
11052,Peru
11053,Nigeria
11054,Germany
11055,Argentina
11056,France
11057,Germany
11058,Colombia
11059,Argentina
11060,France
11061,Serbia
11062,France
11063,Italy
11064,Germany
11065,Algeria
11066,Italy
11067,Italy
11068,England
11069,Italy
11070,Netherlands
11071,Mexico
11072,Brazil
11073,France
11074,England
11075,Slovakia
11076,Turkey
11077,Spain
11078,Korea Republic
11079,Spain
11080,South Africa
11081,Belgium
11082,Korea Republic
11083,Italy
11084,Korea Republic
11085,England
11086,Peru
11087,England
11088,Korea Republic
11089,Iceland
11090,Paraguay
11091,Brazil
11092,Belgium
11093,Italy
11094,England
11095,Ecuador
11096,England
11097,Korea Republic
11098,Colombia
11099,Korea Republic
11100,England
11101,Mali
11102,Netherlands
11103,Spain
11104,Mexico
11105,Italy
11106,Serbia
11107,Brazil
11108,Germany
11109,Ecuador
11110,Spain
11111,Netherlands
11112,Nigeria
11113,Wales
11114,Croatia
11115,Italy
11116,Georgia
11117,England
11118,England
11119,Wales
11120,Portugal
11121,Mexico
11122,Republic of Ireland
11123,Germany
11124,Czech Republic
11125,Germany
11126,Italy
11127,Faroe Islands
11128,Netherlands
11129,Morocco
11130,Uruguay
11131,Norway
11132,France
11133,Republic of Ireland
11134,France
11135,Austria
11136,Italy
11137,Curacao
11138,Cameroon
11139,Japan
11140,Norway
11141,Guinea
11142,Canada
11143,Spain
11144,Italy
11145,England
11146,France
11147,Norway
11148,Ghana
11149,Denmark
11150,Portugal
11151,Italy
11152,Sweden
11153,Argentina
11154,Argentina
11155,Argentina
11156,England
11157,Northern Ireland
11158,Chile
11159,Morocco
11160,Argentina
11161,Bolivia
11162,Portugal
11163,Spain
11164,Egypt
11165,Russia
11166,Slovakia
11167,England
11168,France
11169,France
11170,Germany
11171,Portugal
11172,Argentina
11173,Scotland
11174,Bulgaria
11175,Spain
11176,Congo
11177,Chile
11178,France
11179,Italy
11180,England
11181,Korea Republic
11182,Poland
11183,England
11184,Scotland
11185,Netherlands
11186,Argentina
11187,Italy
11188,England
11189,Saudi Arabia
11190,Ivory Coast
11191,Russia
11192,Poland
11193,Norway
11194,Japan
11195,Brazil
11196,Sweden
11197,Poland
11198,Norway
11199,Nicaragua
11200,Morocco
11201,France
11202,Cameroon
11203,Japan
11204,Norway
11205,Switzerland
11206,Wales
11207,Germany
11208,France
11209,Poland
11210,Japan
11211,Japan
11212,Spain
11213,Wales
11214,Germany
11215,Korea Republic
11216,St Lucia
11217,Austria
11218,Germany
11219,Colombia
11220,Colombia
11221,England
11222,England
11223,Chile
11224,England
11225,Republic of Ireland
11226,Germany
11227,United States
11228,Spain
11229,Argentina
11230,Serbia
11231,Germany
11232,Turkmenistan
11233,Brazil
11234,Austria
11235,Italy
11236,Russia
11237,Korea Republic
11238,Brazil
11239,England
11240,Algeria
11241,Germany
11242,England
11243,Denmark
11244,England
11245,Poland
11246,Colombia
11247,Northern Ireland
11248,Denmark
11249,Italy
11250,Japan
11251,Nigeria
11252,Morocco
11253,Germany
11254,England
11255,Norway
11256,England
11257,Italy
11258,Japan
11259,England
11260,England
11261,England
11262,Australia
11263,England
11264,Congo
11265,Colombia
11266,Chile
11267,Netherlands
11268,Netherlands
11269,United States
11270,Paraguay
11271,Paraguay
11272,France
11273,United States
11274,United States
11275,Italy
11276,Cameroon
11277,Mexico
11278,Colombia
11279,Germany
11280,Italy
11281,Colombia
11282,Belgium
11283,Argentina
11284,Italy
11285,Sweden
11286,Republic of Ireland
11287,United States
11288,Germany
11289,Denmark
11290,Brazil
11291,Cyprus
11292,Mexico
11293,Argentina
11294,England
11295,Chile
11296,Mexico
11297,Denmark
11298,Argentina
11299,Colombia
11300,Croatia
11301,Denmark
11302,Italy
11303,Slovakia
11304,England
11305,Argentina
11306,Germany
11307,Argentina
11308,Japan
11309,Uruguay
11310,Japan
11311,Spain
11312,Argentina
11313,Germany
11314,Australia
11315,Japan
11316,United States
11317,Denmark
11318,Spain
11319,Australia
11320,Poland
11321,Argentina
11322,Argentina
11323,England
11324,France
11325,Germany
11326,Slovakia
11327,Senegal
11328,Australia
11329,England
11330,Sweden
11331,Netherlands
11332,Portugal
11333,England
11334,England
11335,England
11336,Portugal
11337,Ghana
11338,England
11339,England
11340,England
11341,Argentina
11342,Spain
11343,Colombia
11344,Spain
11345,Germany
11346,United States
11347,Brazil
11348,Norway
11349,Brazil
11350,Poland
11351,United States
11352,Finland
11353,Netherlands
11354,Norway
11355,Sweden
11356,England
11357,Moldova
11358,Colombia
11359,Brazil
11360,Nigeria
11361,Germany
11362,Brazil
11363,Germany
11364,Portugal
11365,England
11366,Russia
11367,Sweden
11368,South Africa
11369,United States
11370,Colombia
11371,Colombia
11372,Italy
11373,Italy
11374,Netherlands
11375,Russia
11376,United States
11377,Germany
11378,Australia
11379,Colombia
11380,Spain
11381,Austria
11382,Germany
11383,Sweden
11384,Belgium
11385,Argentina
11386,Spain
11387,France
11388,Germany
11389,Poland
11390,Scotland
11391,United States
11392,Argentina
11393,Turkey
11394,Uruguay
11395,Portugal
11396,Chile
11397,Chile
11398,Mexico
11399,Uruguay
11400,England
11401,Poland
11402,Austria
11403,England
11404,Cameroon
11405,Colombia
11406,Australia
11407,Spain
11408,Kazakhstan
11409,United States
11410,England
11411,Italy
11412,Germany
11413,Spain
11414,United States
11415,Argentina
11416,Sweden
11417,Austria
11418,Turkey
11419,Belgium
11420,Poland
11421,Uruguay
11422,Montenegro
11423,England
11424,England
11425,Germany
11426,Denmark
11427,Belgium
11428,Norway
11429,Denmark
11430,Scotland
11431,Spain
11432,Germany
11433,Tunisia
11434,Republic of Ireland
11435,France
11436,France
11437,Italy
11438,Spain
11439,England
11440,Saudi Arabia
11441,Spain
11442,Turkey
11443,Korea Republic
11444,Russia
11445,Spain
11446,Uruguay
11447,Austria
11448,Korea Republic
11449,France
11450,Germany
11451,Colombia
11452,Argentina
11453,Poland
11454,Sweden
11455,Argentina
11456,England
11457,Serbia
11458,Korea Republic
11459,Norway
11460,Denmark
11461,Zimbabwe
11462,Japan
11463,Portugal
11464,Estonia
11465,Turkey
11466,England
11467,England
11468,Chile
11469,Brazil
11470,England
11471,Ukraine
11472,Switzerland
11473,Japan
11474,Japan
11475,Japan
11476,Italy
11477,Jamaica
11478,Germany
11479,France
11480,Japan
11481,Chile
11482,Wales
11483,Kosovo
11484,Serbia
11485,Korea Republic
11486,Chile
11487,Netherlands
11488,England
11489,United States
11490,Republic of Ireland
11491,Russia
11492,Chile
11493,Netherlands
11494,Colombia
11495,Turkey
11496,Denmark
11497,Colombia
11498,Sweden
11499,Belgium
11500,Germany
11501,Cameroon
11502,Jamaica
11503,Colombia
11504,Italy
11505,France
11506,France
11507,Jamaica
11508,Turkey
11509,Finland
11510,Australia
11511,Norway
11512,Mali
11513,Egypt
11514,United States
11515,Canada
11516,Uruguay
11517,Saudi Arabia
11518,Denmark
11519,France
11520,Belgium
11521,Spain
11522,Japan
11523,France
11524,United States
11525,United States
11526,United States
11527,Venezuela
11528,Germany
11529,Croatia
11530,England
11531,Chile
11532,Mexico
11533,France
11534,Italy
11535,Luxembourg
11536,Saudi Arabia
11537,Germany
11538,Sweden
11539,Russia
11540,Colombia
11541,Sweden
11542,Brazil
11543,Scotland
11544,Mexico
11545,Japan
11546,Germany
11547,Germany
11548,Argentina
11549,Sweden
11550,Brazil
11551,Spain
11552,Senegal
11553,France
11554,Colombia
11555,Uruguay
11556,Italy
11557,Cameroon
11558,Congo
11559,Montserrat
11560,Panama
11561,Croatia
11562,Germany
11563,Italy
11564,Slovakia
11565,Russia
11566,France
11567,Egypt
11568,Republic of Ireland
11569,Portugal
11570,Germany
11571,Colombia
11572,Saudi Arabia
11573,Albania
11574,Scotland
11575,Chile
11576,Sweden
11577,Sweden
11578,Italy
11579,Spain
11580,Ecuador
11581,Austria
11582,Uzbekistan
11583,Slovakia
11584,Spain
11585,England
11586,Italy
11587,Slovenia
11588,Argentina
11589,France
11590,Italy
11591,Austria
11592,Denmark
11593,Sweden
11594,Republic of Ireland
11595,France
11596,Australia
11597,Serbia
11598,England
11599,Japan
11600,Saudi Arabia
11601,Italy
11602,Germany
11603,Brazil
11604,Korea Republic
11605,France
11606,Japan
11607,England
11608,Republic of Ireland
11609,Burkina Faso
11610,England
11611,Ghana
11612,Japan
11613,France
11614,England
11615,Netherlands
11616,Argentina
11617,India
11618,England
11619,France
11620,Poland
11621,Austria
11622,England
11623,Germany
11624,Spain
11625,England
11626,Norway
11627,Norway
11628,Norway
11629,England
11630,Morocco
11631,Turkey
11632,England
11633,Bosnia Herzegovina
11634,Saudi Arabia
11635,England
11636,Spain
11637,Republic of Ireland
11638,Moldova
11639,England
11640,Serbia
11641,France
11642,Germany
11643,England
11644,Denmark
11645,Argentina
11646,Belgium
11647,Switzerland
11648,Spain
11649,Denmark
11650,Italy
11651,England
11652,Brazil
11653,France
11654,Spain
11655,Poland
11656,England
11657,Spain
11658,England
11659,Uruguay
11660,Mexico
11661,Finland
11662,Russia
11663,Republic of Ireland
11664,Greece
11665,Dominican Republic
11666,Comoros
11667,Spain
11668,Argentina
11669,Chile
11670,Brazil
11671,France
11672,Poland
11673,Denmark
11674,Saudi Arabia
11675,France
11676,Japan
11677,Germany
11678,Spain
11679,Spain
11680,Germany
11681,Greece
11682,Spain
11683,Russia
11684,Saudi Arabia
11685,Germany
11686,Paraguay
11687,England
11688,Italy
11689,England
11690,Mexico
11691,England
11692,Hungary
11693,Nigeria
11694,Scotland
11695,France
11696,Spain
11697,Belgium
11698,Germany
11699,Argentina
11700,Switzerland
11701,Portugal
11702,Chile
11703,Senegal
11704,England
11705,Italy
11706,Brazil
11707,England
11708,Scotland
11709,Serbia
11710,Brazil
11711,Northern Ireland
11712,Mexico
11713,Spain
11714,Denmark
11715,Spain
11716,Netherlands
11717,Bolivia
11718,United States
11719,United States
11720,Argentina
11721,Germany
11722,New Zealand
11723,England
11724,Russia
11725,Republic of Ireland
11726,Colombia
11727,Argentina
11728,Albania
11729,Spain
11730,Spain
11731,Bulgaria
11732,Republic of Ireland
11733,Turkey
11734,England
11735,Japan
11736,France
11737,Sweden
11738,Austria
11739,Colombia
11740,England
11741,Norway
11742,Germany
11743,Germany
11744,Sweden
11745,Sierra Leone
11746,England
11747,Argentina
11748,Norway
11749,Republic of Ireland
11750,Austria
11751,France
11752,England
11753,Republic of Ireland
11754,Denmark
11755,Germany
11756,Nigeria
11757,Russia
11758,Denmark
11759,Italy
11760,Brazil
11761,Russia
11762,Austria
11763,France
11764,Spain
11765,Sweden
11766,Austria
11767,Norway
11768,Italy
11769,Serbia
11770,Argentina
11771,France
11772,Uruguay
11773,Slovenia
11774,Austria
11775,Saudi Arabia
11776,Poland
11777,Germany
11778,Korea Republic
11779,Nigeria
11780,France
11781,France
11782,Republic of Ireland
11783,Uruguay
11784,Saudi Arabia
11785,Saudi Arabia
11786,Germany
11787,Spain
11788,Italy
11789,Spain
11790,Argentina
11791,Germany
11792,Sweden
11793,Germany
11794,Spain
11795,England
11796,Azerbaijan
11797,Netherlands
11798,Norway
11799,Germany
11800,Turkey
11801,Korea Republic
11802,Germany
11803,Kosovo
11804,Mexico
11805,Denmark
11806,Japan
11807,Germany
11808,England
11809,France
11810,Sweden
11811,Argentina
11812,Korea Republic
11813,Poland
11814,Japan
11815,Italy
11816,Mexico
11817,England
11818,Sweden
11819,Russia
11820,United States
11821,France
11822,Estonia
11823,Netherlands
11824,Scotland
11825,England
11826,Croatia
11827,Saudi Arabia
11828,England
11829,Argentina
11830,Italy
11831,England
11832,England
11833,England
11834,Wales
11835,Norway
11836,England
11837,Scotland
11838,France
11839,United States
11840,Mexico
11841,Poland
11842,Italy
11843,Austria
11844,England
11845,Spain
11846,England
11847,Austria
11848,Republic of Ireland
11849,Republic of Ireland
11850,Republic of Ireland
11851,Germany
11852,Brazil
11853,England
11854,Italy
11855,Belgium
11856,France
11857,Slovenia
11858,Scotland
11859,Switzerland
11860,England
11861,Austria
11862,Norway
11863,Italy
11864,Uganda
11865,France
11866,Zambia
11867,Sweden
11868,Saudi Arabia
11869,England
11870,Russia
11871,Austria
