,Weight
2138,70kg
2139,68kg
2140,88kg
2141,84kg
2142,84kg
2143,66kg
2144,65kg
2145,87kg
2146,73kg
2147,74kg
2148,83kg
2149,82kg
2150,85kg
2151,71kg
2152,86kg
2153,84kg
2154,79kg
2155,84kg
2156,76kg
2157,63kg
2158,66kg
2159,78kg
2160,83kg
2161,80kg
2162,58kg
2163,58kg
2164,77kg
2165,71kg
2166,74kg
2167,87kg
2168,71kg
2169,71kg
2170,67kg
2171,73kg
2172,74kg
2173,71kg
2174,81kg
2175,72kg
2176,88kg
2177,79kg
2178,75kg
2179,89kg
2180,80kg
2181,75kg
2182,82kg
2183,77kg
2184,72kg
2185,70kg
2186,72kg
2187,65kg
2188,77kg
2189,80kg
2190,65kg
2191,73kg
2192,78kg
2193,78kg
2194,78kg
2195,79kg
2196,78kg
2197,66kg
2198,70kg
2199,75kg
2200,74kg
2201,68kg
2202,70kg
2203,73kg
2204,68kg
2205,66kg
2206,76kg
2207,82kg
2208,73kg
2209,71kg
2210,66kg
2211,76kg
2212,77kg
2213,79kg
2214,75kg
2215,88kg
2216,91kg
2217,78kg
2218,74kg
2219,79kg
2220,77kg
2221,83kg
2222,68kg
2223,77kg
2224,99kg
2225,70kg
2226,72kg
2227,62kg
2228,75kg
2229,68kg
2230,72kg
2231,83kg
2232,76kg
2233,64kg
2234,69kg
2235,72kg
2236,88kg
2237,73kg
2238,64kg
2239,70kg
2240,80kg
2241,79kg
2242,68kg
2243,80kg
2244,80kg
2245,88kg
2246,79kg
2247,67kg
2248,68kg
2249,82kg
2250,78kg
2251,78kg
2252,67kg
2253,74kg
2254,91kg
2255,76kg
2256,76kg
2257,79kg
2258,75kg
2259,84kg
2260,70kg
2261,73kg
2262,68kg
2263,64kg
2264,88kg
2265,71kg
2266,84kg
2267,65kg
2268,78kg
2269,82kg
2270,59kg
2271,72kg
2272,78kg
2273,82kg
2274,80kg
2275,78kg
2276,85kg
2277,62kg
2278,75kg
2279,60kg
2280,74kg
2281,68kg
2282,75kg
2283,66kg
2284,84kg
2285,71kg
2286,85kg
2287,74kg
2288,72kg
2289,76kg
2290,90kg
2291,79kg
2292,85kg
2293,67kg
2294,78kg
2295,78kg
2296,75kg
2297,79kg
2298,72kg
2299,79kg
2300,73kg
2301,80kg
2302,75kg
2303,75kg
2304,78kg
2305,70kg
2306,83kg
2307,74kg
2308,75kg
2309,78kg
2310,91kg
2311,72kg
2312,92kg
2313,74kg
2314,73kg
2315,92kg
2316,76kg
2317,84kg
2318,75kg
2319,86kg
2320,78kg
2321,76kg
2322,70kg
2323,72kg
2324,74kg
2325,66kg
2326,65kg
2327,69kg
2328,70kg
2329,81kg
2330,79kg
2331,67kg
2332,73kg
2333,75kg
2334,83kg
2335,78kg
2336,70kg
2337,70kg
2338,81kg
2339,83kg
2340,70kg
2341,79kg
2342,71kg
2343,81kg
2344,80kg
2345,76kg
2346,76kg
2347,81kg
2348,78kg
2349,71kg
2350,74kg
2351,70kg
2352,76kg
2353,64kg
2354,78kg
2355,82kg
2356,85kg
2357,65kg
2358,69kg
2359,73kg
2360,70kg
2361,85kg
2362,84kg
2363,82kg
2364,73kg
2365,71kg
2366,83kg
2367,76kg
2368,73kg
2369,71kg
2370,65kg
2371,80kg
2372,90kg
2373,64kg
2374,84kg
2375,81kg
2376,67kg
2377,70kg
2378,81kg
2379,75kg
2380,62kg
2381,74kg
2382,75kg
2383,81kg
2384,88kg
2385,66kg
2386,93kg
2387,74kg
2388,70kg
2389,77kg
2390,80kg
2391,85kg
2392,80kg
2393,75kg
2394,78kg
2395,80kg
2396,87kg
2397,87kg
2398,83kg
2399,76kg
2400,77kg
2401,77kg
2402,86kg
2403,75kg
2404,71kg
2405,86kg
2406,70kg
2407,63kg
2408,68kg
2409,70kg
2410,84kg
2411,77kg
2412,83kg
2413,75kg
2414,65kg
2415,82kg
2416,90kg
2417,85kg
2418,86kg
2419,69kg
2420,83kg
2421,73kg
2422,68kg
2423,74kg
2424,64kg
2425,82kg
2426,89kg
2427,72kg
2428,72kg
2429,78kg
2430,71kg
2431,73kg
2432,75kg
2433,67kg
2434,67kg
2435,80kg
2436,70kg
2437,73kg
2438,78kg
2439,84kg
2440,82kg
2441,74kg
2442,66kg
2443,85kg
2444,76kg
2445,73kg
2446,80kg
2447,88kg
2448,88kg
2449,69kg
2450,64kg
2451,74kg
2452,66kg
2453,63kg
2454,93kg
2455,75kg
2456,74kg
2457,87kg
2458,73kg
2459,78kg
2460,78kg
2461,70kg
2462,83kg
2463,77kg
2464,93kg
2465,80kg
2466,64kg
2467,78kg
2468,66kg
2469,85kg
2470,75kg
2471,74kg
2472,72kg
2473,79kg
2474,62kg
2475,72kg
2476,74kg
2477,77kg
2478,66kg
2479,80kg
2480,67kg
2481,84kg
2482,81kg
2483,85kg
2484,82kg
2485,66kg
2486,75kg
2487,75kg
2488,85kg
2489,75kg
2490,82kg
2491,72kg
2492,78kg
2493,64kg
2494,70kg
2495,88kg
2496,68kg
2497,73kg
2498,73kg
2499,73kg
2500,80kg
2501,84kg
2502,82kg
2503,76kg
2504,71kg
2505,84kg
2506,83kg
2507,71kg
2508,75kg
2509,87kg
2510,73kg
2511,71kg
2512,85kg
2513,93kg
2514,66kg
2515,73kg
2516,77kg
2517,60kg
2518,82kg
2519,91kg
2520,79kg
2521,61kg
2522,69kg
2523,64kg
2524,69kg
2525,82kg
2526,82kg
2527,73kg
2528,78kg
2529,68kg
2530,65kg
2531,83kg
2532,75kg
2533,78kg
2534,68kg
2535,68kg
2536,78kg
2537,80kg
2538,76kg
2539,90kg
2540,78kg
2541,77kg
2542,79kg
2543,82kg
2544,70kg
2545,74kg
2546,73kg
2547,87kg
2548,74kg
2549,75kg
2550,75kg
2551,75kg
2552,73kg
2553,95kg
2554,79kg
2555,80kg
2556,76kg
2557,87kg
2558,70kg
2559,70kg
2560,73kg
2561,82kg
2562,76kg
2563,77kg
2564,72kg
2565,76kg
2566,86kg
2567,87kg
2568,80kg
2569,72kg
2570,68kg
2571,74kg
2572,92kg
2573,81kg
2574,77kg
2575,75kg
2576,77kg
2577,83kg
2578,75kg
2579,73kg
2580,66kg
2581,80kg
2582,77kg
2583,88kg
2584,79kg
2585,80kg
2586,70kg
2587,72kg
2588,83kg
2589,78kg
2590,75kg
2591,71kg
2592,82kg
2593,74kg
2594,86kg
2595,83kg
2596,69kg
2597,79kg
2598,86kg
2599,73kg
2600,90kg
2601,90kg
2602,67kg
2603,72kg
2604,91kg
2605,73kg
2606,68kg
2607,84kg
2608,79kg
2609,78kg
2610,68kg
2611,69kg
2612,80kg
2613,78kg
2614,78kg
2615,80kg
2616,86kg
2617,65kg
2618,82kg
2619,58kg
2620,80kg
2621,70kg
2622,85kg
2623,79kg
2624,78kg
2625,65kg
2626,76kg
2627,71kg
2628,79kg
2629,79kg
2630,74kg
2631,79kg
2632,71kg
2633,63kg
2634,77kg
2635,72kg
2636,74kg
2637,82kg
2638,78kg
2639,70kg
2640,81kg
2641,62kg
2642,79kg
2643,68kg
2644,80kg
2645,84kg
2646,70kg
2647,85kg
2648,66kg
2649,63kg
2650,72kg
2651,90kg
2652,90kg
2653,79kg
2654,70kg
2655,80kg
2656,81kg
2657,63kg
2658,74kg
2659,73kg
2660,73kg
2661,71kg
2662,80kg
2663,84kg
2664,82kg
2665,70kg
2666,79kg
2667,84kg
2668,66kg
2669,70kg
2670,70kg
2671,71kg
2672,63kg
2673,72kg
2674,77kg
2675,75kg
2676,73kg
2677,73kg
2678,72kg
2679,65kg
2680,66kg
2681,75kg
2682,90kg
2683,83kg
2684,76kg
2685,72kg
2686,75kg
2687,88kg
2688,64kg
2689,81kg
2690,76kg
2691,61kg
2692,77kg
2693,77kg
2694,63kg
2695,68kg
2696,88kg
2697,70kg
2698,76kg
2699,79kg
2700,77kg
2701,75kg
2702,75kg
2703,75kg
2704,80kg
2705,64kg
2706,75kg
2707,81kg
2708,86kg
2709,80kg
2710,62kg
2711,70kg
2712,63kg
2713,71kg
2714,77kg
2715,73kg
2716,78kg
2717,70kg
2718,74kg
2719,73kg
2720,88kg
2721,73kg
2722,74kg
2723,84kg
2724,69kg
2725,83kg
2726,75kg
2727,90kg
2728,80kg
2729,73kg
2730,70kg
2731,79kg
2732,72kg
2733,86kg
2734,72kg
2735,66kg
2736,81kg
2737,77kg
2738,70kg
2739,83kg
2740,80kg
2741,68kg
2742,71kg
2743,74kg
2744,80kg
2745,71kg
2746,71kg
2747,76kg
2748,62kg
2749,67kg
2750,72kg
2751,65kg
2752,74kg
2753,82kg
2754,82kg
2755,81kg
2756,72kg
2757,77kg
2758,72kg
2759,70kg
2760,77kg
2761,73kg
2762,94kg
2763,92kg
2764,81kg
2765,70kg
2766,71kg
2767,73kg
2768,88kg
2769,65kg
2770,80kg
2771,81kg
2772,73kg
2773,71kg
2774,69kg
2775,78kg
2776,74kg
2777,82kg
2778,82kg
2779,88kg
2780,74kg
2781,73kg
2782,74kg
2783,75kg
2784,86kg
2785,94kg
2786,75kg
2787,78kg
2788,75kg
2789,77kg
2790,74kg
2791,75kg
2792,70kg
2793,80kg
2794,83kg
2795,72kg
2796,77kg
2797,92kg
2798,73kg
2799,81kg
2800,75kg
2801,70kg
2802,72kg
2803,79kg
2804,65kg
2805,65kg
2806,82kg
2807,82kg
2808,73kg
2809,75kg
2810,72kg
2811,70kg
2812,76kg
2813,84kg
2814,67kg
2815,82kg
2816,74kg
2817,78kg
2818,70kg
2819,58kg
2820,71kg
2821,77kg
2822,73kg
2823,74kg
2824,77kg
2825,81kg
2826,78kg
2827,71kg
2828,82kg
2829,83kg
2830,77kg
2831,66kg
2832,78kg
2833,75kg
2834,75kg
2835,87kg
2836,82kg
2837,65kg
2838,79kg
2839,69kg
2840,75kg
2841,77kg
2842,68kg
2843,81kg
2844,75kg
2845,87kg
2846,72kg
2847,72kg
2848,72kg
2849,83kg
2850,81kg
2851,79kg
2852,71kg
2853,94kg
2854,71kg
2855,80kg
2856,80kg
2857,72kg
2858,75kg
2859,72kg
2860,78kg
2861,68kg
2862,82kg
2863,75kg
2864,69kg
2865,80kg
2866,93kg
2867,71kg
2868,82kg
2869,77kg
2870,72kg
2871,90kg
2872,72kg
2873,83kg
2874,71kg
2875,87kg
2876,65kg
2877,67kg
2878,75kg
2879,80kg
2880,78kg
2881,70kg
2882,73kg
2883,79kg
2884,77kg
2885,80kg
2886,78kg
2887,68kg
2888,75kg
2889,82kg
2890,76kg
2891,85kg
2892,70kg
2893,76kg
2894,81kg
2895,71kg
2896,69kg
2897,85kg
2898,70kg
2899,81kg
2900,70kg
2901,78kg
2902,74kg
2903,85kg
2904,78kg
2905,78kg
2906,75kg
2907,75kg
2908,85kg
2909,68kg
2910,75kg
2911,81kg
2912,74kg
2913,79kg
2914,81kg
2915,79kg
2916,72kg
2917,73kg
2918,77kg
2919,78kg
2920,90kg
2921,71kg
2922,72kg
2923,82kg
2924,92kg
2925,80kg
2926,75kg
2927,81kg
2928,90kg
2929,72kg
2930,81kg
2931,74kg
2932,74kg
2933,76kg
2934,68kg
2935,66kg
2936,80kg
2937,91kg
2938,81kg
2939,75kg
2940,86kg
2941,72kg
2942,84kg
2943,68kg
2944,72kg
2945,66kg
2946,83kg
2947,77kg
2948,74kg
2949,63kg
2950,80kg
2951,66kg
2952,86kg
2953,69kg
2954,91kg
2955,69kg
2956,83kg
2957,92kg
2958,92kg
2959,72kg
2960,75kg
2961,80kg
2962,80kg
2963,80kg
2964,70kg
2965,76kg
2966,90kg
2967,90kg
2968,73kg
2969,88kg
2970,80kg
2971,72kg
2972,80kg
2973,69kg
2974,75kg
2975,82kg
2976,79kg
2977,79kg
2978,65kg
2979,69kg
2980,70kg
2981,73kg
2982,81kg
2983,80kg
2984,73kg
2985,72kg
2986,77kg
2987,73kg
2988,82kg
2989,69kg
2990,76kg
2991,89kg
2992,72kg
2993,81kg
2994,78kg
2995,75kg
2996,81kg
2997,73kg
2998,85kg
2999,79kg
3000,73kg
3001,78kg
3002,74kg
3003,82kg
3004,78kg
3005,79kg
3006,76kg
3007,84kg
3008,72kg
3009,72kg
3010,71kg
3011,81kg
3012,81kg
3013,84kg
3014,72kg
3015,78kg
3016,82kg
3017,77kg
3018,73kg
3019,84kg
3020,84kg
3021,70kg
3022,57kg
3023,69kg
3024,79kg
3025,82kg
3026,71kg
3027,85kg
3028,70kg
3029,85kg
3030,70kg
3031,77kg
3032,70kg
3033,68kg
3034,79kg
3035,76kg
3036,79kg
3037,77kg
3038,78kg
3039,88kg
3040,78kg
3041,67kg
3042,74kg
3043,85kg
3044,93kg
3045,70kg
3046,80kg
3047,76kg
3048,80kg
3049,83kg
3050,75kg
3051,104kg
3052,74kg
3053,95kg
3054,85kg
3055,72kg
3056,68kg
3057,73kg
3058,78kg
3059,79kg
3060,79kg
3061,74kg
3062,65kg
3063,89kg
3064,76kg
3065,67kg
3066,73kg
3067,76kg
3068,75kg
3069,74kg
3070,75kg
3071,72kg
3072,68kg
3073,79kg
3074,72kg
3075,67kg
3076,67kg
3077,85kg
3078,81kg
3079,71kg
3080,74kg
3081,60kg
3082,57kg
3083,80kg
3084,83kg
3085,67kg
3086,67kg
3087,74kg
3088,72kg
3089,79kg
3090,90kg
3091,79kg
3092,79kg
3093,88kg
3094,84kg
3095,66kg
3096,80kg
3097,72kg
3098,79kg
3099,82kg
3100,78kg
3101,72kg
3102,75kg
3103,79kg
3104,70kg
3105,84kg
3106,69kg
3107,73kg
3108,82kg
3109,68kg
3110,82kg
3111,82kg
3112,74kg
3113,76kg
3114,67kg
3115,80kg
3116,90kg
3117,68kg
3118,78kg
3119,88kg
3120,79kg
3121,78kg
3122,82kg
3123,75kg
3124,65kg
3125,82kg
3126,68kg
3127,84kg
3128,78kg
3129,75kg
3130,79kg
3131,80kg
3132,85kg
3133,68kg
3134,65kg
3135,73kg
3136,76kg
3137,73kg
3138,77kg
3139,71kg
3140,79kg
3141,80kg
3142,66kg
3143,74kg
3144,84kg
3145,78kg
3146,93kg
3147,77kg
3148,79kg
3149,74kg
3150,67kg
3151,89kg
3152,65kg
3153,66kg
3154,72kg
3155,75kg
3156,77kg
3157,61kg
3158,68kg
3159,80kg
3160,89kg
3161,79kg
3162,79kg
3163,90kg
3164,80kg
3165,68kg
3166,78kg
3167,85kg
3168,94kg
3169,66kg
3170,72kg
3171,70kg
3172,78kg
3173,73kg
3174,69kg
3175,84kg
3176,76kg
3177,73kg
3178,80kg
3179,66kg
3180,75kg
3181,83kg
3182,80kg
3183,78kg
3184,79kg
3185,68kg
3186,75kg
3187,78kg
3188,78kg
3189,76kg
3190,60kg
3191,82kg
3192,71kg
3193,82kg
3194,67kg
3195,77kg
3196,66kg
3197,70kg
3198,78kg
3199,76kg
3200,71kg
3201,90kg
3202,70kg
3203,70kg
3204,74kg
3205,64kg
3206,82kg
3207,76kg
3208,63kg
3209,76kg
3210,80kg
3211,70kg
3212,71kg
3213,71kg
3214,83kg
3215,79kg
3216,71kg
3217,66kg
3218,86kg
3219,86kg
3220,75kg
3221,78kg
3222,74kg
3223,78kg
3224,64kg
3225,80kg
3226,62kg
3227,73kg
3228,75kg
3229,83kg
3230,70kg
3231,68kg
3232,79kg
3233,79kg
3234,77kg
3235,76kg
3236,75kg
3237,72kg
3238,76kg
3239,64kg
3240,63kg
3241,78kg
3242,73kg
3243,71kg
3244,67kg
3245,78kg
3246,72kg
3247,71kg
3248,68kg
3249,75kg
3250,78kg
3251,80kg
3252,75kg
3253,67kg
3254,80kg
3255,73kg
3256,74kg
3257,82kg
3258,77kg
3259,78kg
3260,82kg
3261,77kg
3262,88kg
3263,79kg
3264,79kg
3265,85kg
3266,69kg
3267,70kg
3268,82kg
3269,75kg
3270,75kg
3271,82kg
3272,75kg
3273,88kg
3274,72kg
3275,69kg
3276,68kg
3277,83kg
3278,70kg
3279,84kg
3280,66kg
3281,80kg
3282,87kg
3283,72kg
3284,76kg
3285,68kg
3286,70kg
3287,86kg
3288,78kg
3289,78kg
3290,75kg
3291,75kg
3292,68kg
3293,72kg
3294,88kg
3295,72kg
3296,72kg
3297,80kg
3298,70kg
3299,84kg
3300,63kg
3301,71kg
3302,70kg
3303,88kg
3304,65kg
3305,85kg
3306,74kg
3307,83kg
3308,70kg
3309,70kg
3310,85kg
3311,75kg
3312,69kg
3313,79kg
3314,78kg
3315,78kg
3316,72kg
3317,76kg
3318,93kg
3319,84kg
3320,76kg
3321,77kg
3322,74kg
3323,73kg
3324,75kg
3325,65kg
3326,74kg
3327,78kg
3328,70kg
3329,79kg
3330,80kg
3331,77kg
3332,75kg
3333,76kg
3334,83kg
3335,76kg
3336,79kg
3337,83kg
3338,72kg
3339,65kg
3340,63kg
3341,68kg
3342,71kg
3343,70kg
3344,71kg
3345,75kg
3346,69kg
3347,80kg
3348,76kg
3349,74kg
3350,81kg
3351,82kg
3352,64kg
3353,91kg
3354,88kg
3355,83kg
3356,96kg
3357,75kg
3358,70kg
3359,73kg
3360,81kg
3361,72kg
3362,65kg
3363,75kg
3364,83kg
3365,72kg
3366,72kg
3367,84kg
3368,79kg
3369,73kg
3370,96kg
3371,84kg
3372,85kg
3373,75kg
3374,72kg
3375,94kg
3376,73kg
3377,84kg
3378,61kg
3379,79kg
3380,67kg
3381,79kg
3382,65kg
3383,91kg
3384,70kg
3385,81kg
3386,82kg
3387,77kg
3388,87kg
3389,74kg
3390,75kg
3391,76kg
3392,70kg
3393,69kg
3394,85kg
3395,68kg
3396,62kg
3397,81kg
3398,65kg
3399,74kg
3400,65kg
3401,77kg
3402,66kg
3403,80kg
3404,87kg
3405,76kg
3406,78kg
3407,81kg
3408,64kg
3409,76kg
3410,84kg
3411,69kg
3412,75kg
3413,68kg
3414,77kg
3415,75kg
3416,74kg
3417,74kg
3418,81kg
3419,77kg
3420,75kg
3421,79kg
3422,70kg
3423,75kg
3424,79kg
3425,70kg
3426,63kg
3427,77kg
3428,72kg
3429,73kg
3430,77kg
3431,78kg
3432,79kg
3433,84kg
3434,75kg
3435,74kg
3436,80kg
3437,74kg
3438,78kg
3439,71kg
3440,75kg
3441,82kg
3442,68kg
3443,78kg
3444,70kg
3445,70kg
3446,76kg
3447,73kg
3448,78kg
3449,87kg
3450,68kg
3451,83kg
3452,71kg
3453,65kg
3454,78kg
3455,79kg
3456,80kg
3457,82kg
3458,64kg
3459,77kg
3460,70kg
3461,76kg
3462,86kg
3463,70kg
3464,88kg
3465,88kg
3466,64kg
3467,78kg
3468,78kg
3469,60kg
3470,80kg
3471,74kg
3472,74kg
3473,73kg
3474,72kg
3475,72kg
3476,90kg
3477,75kg
3478,72kg
3479,78kg
3480,64kg
3481,81kg
3482,86kg
3483,75kg
3484,69kg
3485,72kg
3486,93kg
3487,70kg
3488,72kg
3489,75kg
3490,75kg
3491,75kg
3492,72kg
3493,77kg
3494,71kg
3495,77kg
3496,80kg
3497,80kg
3498,63kg
3499,87kg
3500,72kg
3501,69kg
3502,76kg
3503,70kg
3504,84kg
3505,80kg
3506,79kg
3507,74kg
3508,67kg
3509,81kg
3510,63kg
3511,84kg
3512,63kg
3513,77kg
3514,73kg
3515,76kg
3516,82kg
3517,70kg
3518,80kg
3519,80kg
3520,73kg
3521,77kg
3522,69kg
3523,67kg
3524,65kg
3525,75kg
3526,80kg
3527,77kg
3528,77kg
3529,69kg
3530,70kg
3531,69kg
3532,78kg
3533,89kg
3534,84kg
3535,80kg
3536,67kg
3537,69kg
3538,58kg
3539,82kg
3540,74kg
3541,75kg
3542,73kg
3543,85kg
3544,76kg
3545,76kg
3546,70kg
3547,80kg
3548,67kg
3549,81kg
3550,74kg
3551,80kg
3552,76kg
3553,62kg
3554,64kg
3555,68kg
3556,80kg
3557,73kg
3558,65kg
3559,73kg
3560,68kg
3561,74kg
3562,69kg
3563,80kg
3564,59kg
3565,65kg
3566,74kg
3567,66kg
3568,75kg
3569,77kg
3570,77kg
3571,78kg
3572,78kg
3573,72kg
3574,74kg
3575,81kg
3576,73kg
3577,81kg
3578,87kg
3579,76kg
3580,84kg
3581,81kg
3582,87kg
3583,70kg
3584,83kg
3585,74kg
3586,68kg
3587,80kg
3588,72kg
3589,85kg
3590,78kg
3591,77kg
3592,81kg
3593,84kg
3594,79kg
3595,75kg
3596,70kg
3597,70kg
3598,76kg
3599,64kg
3600,74kg
3601,73kg
3602,73kg
3603,63kg
3604,74kg
3605,84kg
3606,88kg
3607,78kg
3608,75kg
3609,78kg
3610,79kg
3611,82kg
3612,77kg
3613,92kg
3614,75kg
3615,66kg
3616,67kg
3617,86kg
3618,85kg
3619,85kg
3620,75kg
3621,75kg
3622,70kg
3623,83kg
3624,67kg
3625,73kg
3626,74kg
3627,70kg
3628,74kg
3629,76kg
3630,64kg
3631,84kg
3632,68kg
3633,72kg
3634,71kg
3635,80kg
3636,79kg
3637,80kg
3638,69kg
3639,68kg
3640,90kg
3641,85kg
3642,65kg
3643,77kg
3644,70kg
3645,71kg
3646,80kg
3647,70kg
3648,78kg
3649,66kg
3650,78kg
3651,96kg
3652,93kg
3653,71kg
3654,84kg
3655,73kg
3656,88kg
3657,87kg
3658,83kg
3659,85kg
3660,62kg
3661,78kg
3662,56kg
3663,72kg
3664,69kg
3665,73kg
3666,76kg
3667,80kg
3668,73kg
3669,70kg
3670,84kg
3671,80kg
3672,80kg
3673,80kg
3674,71kg
3675,76kg
3676,73kg
3677,74kg
3678,77kg
3679,65kg
3680,71kg
3681,83kg
3682,77kg
3683,88kg
3684,68kg
3685,67kg
3686,83kg
3687,61kg
3688,84kg
3689,80kg
3690,85kg
3691,77kg
3692,77kg
3693,82kg
3694,73kg
3695,72kg
3696,86kg
3697,79kg
3698,80kg
3699,83kg
3700,86kg
3701,72kg
3702,73kg
3703,63kg
3704,75kg
3705,77kg
3706,80kg
3707,83kg
3708,80kg
3709,82kg
3710,80kg
3711,75kg
3712,83kg
3713,70kg
3714,69kg
3715,86kg
3716,72kg
3717,80kg
3718,85kg
3719,68kg
3720,75kg
3721,79kg
3722,70kg
3723,70kg
3724,78kg
3725,89kg
3726,75kg
3727,70kg
3728,81kg
3729,70kg
3730,75kg
3731,70kg
3732,93kg
3733,70kg
3734,74kg
3735,78kg
3736,75kg
3737,78kg
3738,67kg
3739,68kg
3740,72kg
3741,71kg
3742,63kg
3743,76kg
3744,72kg
3745,80kg
3746,60kg
3747,72kg
3748,76kg
3749,66kg
3750,83kg
3751,79kg
3752,78kg
3753,78kg
3754,69kg
3755,66kg
3756,75kg
3757,68kg
3758,82kg
3759,80kg
3760,73kg
3761,85kg
3762,73kg
3763,79kg
3764,70kg
3765,83kg
3766,85kg
3767,70kg
3768,74kg
3769,77kg
3770,81kg
3771,74kg
3772,73kg
3773,90kg
3774,90kg
3775,84kg
3776,78kg
3777,69kg
3778,84kg
3779,71kg
3780,83kg
3781,75kg
3782,88kg
3783,76kg
3784,72kg
3785,68kg
3786,78kg
3787,87kg
3788,82kg
3789,78kg
3790,71kg
3791,80kg
3792,72kg
3793,87kg
3794,80kg
3795,82kg
3796,77kg
3797,73kg
3798,70kg
3799,67kg
3800,61kg
3801,82kg
3802,70kg
3803,82kg
3804,73kg
3805,73kg
3806,85kg
3807,82kg
3808,77kg
3809,70kg
3810,72kg
3811,84kg
3812,80kg
3813,73kg
3814,79kg
3815,82kg
3816,82kg
3817,67kg
3818,75kg
3819,75kg
3820,77kg
3821,81kg
3822,80kg
3823,72kg
3824,70kg
3825,70kg
3826,74kg
3827,81kg
3828,62kg
3829,82kg
3830,70kg
3831,75kg
3832,88kg
3833,73kg
3834,75kg
3835,83kg
3836,65kg
3837,64kg
3838,73kg
3839,72kg
3840,73kg
3841,79kg
3842,75kg
3843,71kg
3844,80kg
3845,80kg
3846,66kg
3847,80kg
3848,77kg
3849,83kg
3850,95kg
3851,83kg
3852,75kg
3853,65kg
3854,77kg
3855,80kg
3856,74kg
3857,81kg
3858,79kg
3859,69kg
3860,76kg
3861,68kg
3862,92kg
3863,71kg
3864,65kg
3865,70kg
3866,68kg
3867,81kg
3868,84kg
3869,68kg
3870,77kg
3871,80kg
3872,80kg
3873,68kg
3874,75kg
3875,77kg
3876,77kg
3877,80kg
3878,61kg
3879,76kg
3880,78kg
3881,73kg
3882,80kg
3883,81kg
3884,80kg
3885,89kg
3886,83kg
3887,68kg
3888,76kg
3889,73kg
3890,79kg
3891,88kg
3892,72kg
3893,77kg
3894,85kg
3895,76kg
3896,85kg
3897,79kg
3898,76kg
3899,79kg
3900,69kg
3901,86kg
3902,58kg
3903,81kg
3904,79kg
3905,88kg
3906,80kg
3907,80kg
3908,73kg
3909,72kg
3910,75kg
3911,85kg
3912,72kg
3913,66kg
3914,76kg
3915,77kg
3916,80kg
3917,79kg
3918,84kg
3919,70kg
3920,81kg
3921,81kg
3922,95kg
3923,75kg
3924,73kg
3925,72kg
3926,72kg
3927,72kg
3928,70kg
3929,72kg
3930,68kg
3931,60kg
3932,78kg
3933,64kg
3934,70kg
3935,69kg
3936,71kg
3937,78kg
3938,77kg
3939,60kg
3940,91kg
3941,73kg
3942,79kg
3943,91kg
3944,73kg
3945,73kg
3946,74kg
3947,88kg
3948,81kg
3949,79kg
3950,94kg
3951,71kg
3952,68kg
3953,70kg
3954,78kg
3955,70kg
3956,70kg
3957,78kg
3958,85kg
3959,76kg
3960,76kg
3961,79kg
3962,81kg
3963,61kg
3964,80kg
3965,74kg
3966,65kg
3967,81kg
3968,85kg
3969,88kg
3970,73kg
3971,72kg
3972,88kg
3973,65kg
3974,84kg
3975,70kg
3976,77kg
3977,80kg
3978,80kg
3979,72kg
3980,76kg
3981,74kg
3982,77kg
3983,86kg
3984,68kg
3985,73kg
3986,72kg
3987,70kg
3988,90kg
3989,78kg
3990,70kg
3991,68kg
3992,81kg
3993,78kg
3994,96kg
3995,86kg
3996,83kg
3997,76kg
3998,74kg
3999,85kg
4000,77kg
4001,82kg
4002,76kg
4003,82kg
4004,78kg
4005,85kg
4006,77kg
4007,77kg
4008,80kg
4009,90kg
4010,61kg
4011,73kg
4012,90kg
4013,66kg
4014,79kg
4015,79kg
4016,78kg
4017,80kg
4018,93kg
4019,76kg
4020,85kg
4021,68kg
4022,78kg
4023,70kg
4024,70kg
4025,78kg
4026,84kg
4027,79kg
4028,80kg
4029,80kg
4030,94kg
4031,73kg
4032,76kg
4033,79kg
4034,74kg
4035,64kg
4036,77kg
4037,68kg
4038,79kg
4039,81kg
4040,75kg
4041,84kg
4042,76kg
4043,72kg
4044,67kg
4045,86kg
4046,79kg
4047,74kg
4048,75kg
4049,80kg
4050,70kg
4051,75kg
4052,70kg
4053,75kg
4054,85kg
4055,73kg
4056,77kg
4057,87kg
4058,82kg
4059,76kg
4060,81kg
4061,90kg
4062,83kg
4063,66kg
4064,78kg
4065,74kg
4066,81kg
4067,84kg
4068,72kg
4069,85kg
4070,64kg
4071,77kg
4072,77kg
4073,81kg
4074,74kg
4075,86kg
4076,68kg
4077,70kg
4078,72kg
4079,80kg
4080,80kg
4081,78kg
4082,77kg
4083,73kg
4084,70kg
4085,85kg
4086,73kg
4087,68kg
4088,70kg
4089,71kg
4090,82kg
4091,80kg
4092,74kg
4093,78kg
4094,80kg
4095,78kg
4096,77kg
4097,80kg
4098,70kg
4099,78kg
4100,75kg
4101,69kg
4102,80kg
4103,70kg
4104,73kg
4105,72kg
4106,81kg
4107,74kg
4108,77kg
4109,77kg
4110,88kg
4111,84kg
4112,83kg
4113,78kg
4114,80kg
4115,78kg
4116,75kg
4117,70kg
4118,81kg
4119,78kg
4120,72kg
4121,66kg
4122,66kg
4123,74kg
4124,76kg
4125,85kg
4126,84kg
4127,76kg
4128,77kg
4129,81kg
4130,69kg
4131,69kg
4132,71kg
4133,84kg
4134,78kg
4135,80kg
4136,75kg
